booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
HB-104698,City Hotel,0,1,2025,January,3,19,2025-01-19,0,2,1,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,83.7,0,0
HB-082510,City Hotel,0,0,2023,December,52,31,2023-12-31,0,1,1,0.0,0,SC,PRT,Complementary,Direct,0,0,0,C,C,0,No Deposit,,45.0,0,Transient,0.0,0,0
HB-024235,Resort Hotel,0,9,2024,May,20,15,2024-05-15,1,0,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,C,0,Refundable,,,0,Transient-Party,70.0,0,0
HB-093314,City Hotel,0,155,2024,July,29,17,2024-07-17,2,1,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.7,0,2
HB-041981,City Hotel,0,16,2023,August,35,29,2023-08-29,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,90.0,0,2
HB-061779,City Hotel,1,266,2024,December,52,26,2024-12-26,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,73.95,0,0
HB-115601,City Hotel,0,273,2025,July,27,4,2025-07-04,0,4,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,89.1,0,1
HB-049656,City Hotel,1,40,2024,April,16,17,2024-04-17,2,0,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,114.3,0,0
HB-058757,City Hotel,1,93,2024,October,42,15,2024-10-15,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,34.0,,0,Transient,115.0,0,0
HB-115090,City Hotel,0,0,2025,June,26,29,2025-06-29,0,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,148.0,0,1
HB-103512,City Hotel,0,10,2024,December,52,23,2024-12-23,2,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,1
HB-069106,City Hotel,1,172,2025,May,21,25,2025-05-25,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,2
HB-047236,City Hotel,1,30,2024,February,7,13,2024-02-13,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,81.9,0,0
HB-068250,City Hotel,1,164,2025,May,20,15,2025-05-15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0
HB-027479,Resort Hotel,0,91,2024,August,34,24,2024-08-24,2,5,2,1.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,E,2,No Deposit,175.0,,0,Transient,168.46,0,0
HB-085240,City Hotel,0,14,2025,April,14,4,2025-04-04,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,,174.0,0,Transient,95.0,0,0
HB-060121,City Hotel,1,95,2024,November,45,5,2024-11-05,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,75.0,0,0
HB-102250,City Hotel,0,59,2024,November,47,21,2024-11-21,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,1
HB-073519,City Hotel,1,43,2025,August,35,25,2025-08-25,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,2
HB-082733,City Hotel,0,77,2023,December,52,31,2023-12-31,2,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,100.97,0,1
HB-033553,Resort Hotel,0,25,2025,February,8,22,2025-02-22,0,4,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,436.0,,0,Transient,30.0,0,0
HB-056758,City Hotel,1,255,2024,September,37,12,2024-09-12,1,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,100.3,0,0
HB-027576,Resort Hotel,0,185,2024,August,35,27,2024-08-27,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,143.0,,0,Contract,90.2,0,2
HB-093867,City Hotel,0,152,2024,July,29,21,2024-07-21,2,5,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,132.13,0,4
HB-047725,City Hotel,1,54,2024,March,9,1,2024-03-01,0,4,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,47.43,0,0
HB-015330,Resort Hotel,1,279,2023,October,40,8,2023-10-08,2,5,2,0.0,0,HB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,142.0,,0,Transient-Party,63.4,0,0
HB-000067,Resort Hotel,0,3,2023,July,27,3,2023-07-03,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,110.5,0,0
HB-044300,City Hotel,1,86,2023,October,40,3,2023-10-03,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,86.0,0,0
HB-037304,Resort Hotel,0,111,2025,June,24,11,2025-06-11,2,0,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,114.0,0,1
HB-056856,City Hotel,1,433,2024,September,37,15,2024-09-15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-114031,City Hotel,0,155,2025,June,24,12,2025-06-12,1,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,182.75,0,0
HB-085506,City Hotel,0,17,2024,March,11,16,2024-03-16,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,1,1
HB-050472,City Hotel,0,121,2024,May,18,2,2024-05-02,1,0,2,0.0,0,SC,FIN,Online TA,TA/TO,0,0,0,A,A,6,No Deposit,9.0,,0,Transient,129.0,0,1
HB-085641,City Hotel,0,44,2024,March,11,17,2024-03-17,0,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,103.95,0,0
HB-053915,City Hotel,0,198,2024,July,27,1,2024-07-01,2,5,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,1
HB-058050,City Hotel,1,275,2024,October,40,5,2024-10-05,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,0,Transient,90.0,0,0
HB-068926,City Hotel,1,92,2025,May,21,23,2025-05-23,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0
HB-088850,City Hotel,0,25,2024,May,19,10,2024-05-10,0,3,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,129.0,0,0
HB-110592,City Hotel,0,153,2025,April,17,27,2025-04-27,0,2,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,96.25,0,0
HB-103007,City Hotel,0,24,2024,December,49,8,2024-12-08,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,86.0,,0,Transient,86.93,0,0
HB-084033,City Hotel,0,68,2024,February,7,13,2024-02-13,2,3,2,1.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,58.0,0,1
HB-027125,Resort Hotel,1,17,2024,August,34,20,2024-08-20,0,1,2,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,I,1,No Deposit,240.0,,0,Transient,209.0,0,1
HB-116079,City Hotel,0,0,2025,July,29,14,2025-07-14,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,341.0,0,Transient,77.0,0,0
HB-031115,Resort Hotel,0,5,2024,December,50,14,2024-12-14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,47.0,0,Transient,30.0,1,0
HB-061686,City Hotel,1,78,2024,December,51,22,2024-12-22,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,70.88,0,1
HB-017069,Resort Hotel,0,160,2023,September,36,10,2023-09-10,4,10,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,53.55,0,2
HB-040864,City Hotel,1,30,2023,August,32,8,2023-08-08,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,86.0,0,0
HB-061690,City Hotel,1,89,2024,December,51,22,2024-12-22,2,3,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,1
HB-006472,Resort Hotel,1,277,2024,June,24,12,2024-06-12,2,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0
HB-028462,Resort Hotel,0,29,2024,October,40,1,2024-10-01,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,99.0,0,1
HB-085820,City Hotel,0,5,2024,March,12,19,2024-03-19,2,1,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,93.33,0,0
HB-075196,City Hotel,1,292,2023,August,31,5,2023-08-05,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0
HB-076764,City Hotel,1,395,2024,March,12,21,2024-03-21,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0
HB-034965,Resort Hotel,0,152,2025,April,14,5,2025-04-05,0,4,3,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,,223.0,0,Transient-Party,80.0,0,0
HB-067906,City Hotel,1,5,2025,May,19,9,2025-05-09,0,1,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,47.0,,0,Transient,90.0,0,0
HB-011049,Resort Hotel,1,94,2025,April,16,16,2025-04-16,2,2,4,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,1,Refundable,147.0,,0,Transient,108.36,0,0
HB-117334,City Hotel,0,121,2025,July,31,31,2025-07-31,1,2,2,0.0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,93.33,0,1
HB-046329,City Hotel,1,140,2023,December,52,29,2023-12-29,0,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,70.0,0,0
HB-007976,Resort Hotel,1,203,2024,September,36,5,2024-09-05,3,7,2,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Transient,118.0,0,0
HB-079503,City Hotel,0,105,2024,September,39,28,2024-09-28,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,11,A,A,1,No Deposit,,40.0,0,Transient,65.0,0,0
HB-072886,City Hotel,1,278,2025,August,32,9,2025-08-09,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,120.6,0,1
HB-003345,Resort Hotel,1,44,2023,December,49,5,2023-12-05,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,70.0,0,0
HB-072876,City Hotel,1,185,2025,August,32,8,2025-08-08,0,5,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,155.1,0,0
HB-077450,City Hotel,0,0,2023,September,37,13,2023-09-13,2,4,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,136.0,0,0
HB-109266,City Hotel,0,140,2025,April,14,5,2025-04-05,0,4,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21.0,,65,Transient-Party,95.0,0,1
HB-114700,City Hotel,0,184,2025,June,26,23,2025-06-23,1,2,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,89.1,0,0
HB-054255,City Hotel,1,61,2024,July,28,10,2024-07-10,2,1,4,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,256.1,0,0
HB-088351,City Hotel,0,0,2024,May,18,4,2024-05-04,0,1,3,0.0,0,BB,PRT,Complementary,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,0.0,1,3
HB-105892,City Hotel,0,1,2025,February,7,16,2025-02-16,0,1,1,0.0,0,SC,GBR,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,89.0,0,0
HB-082783,City Hotel,1,68,2024,February,7,17,2024-02-17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,,0,Transient,75.0,0,0
HB-052297,City Hotel,1,143,2024,June,22,2,2024-06-02,2,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.3,0,0
HB-073315,City Hotel,1,230,2025,August,34,18,2025-08-18,2,2,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,1
HB-109868,City Hotel,0,50,2025,April,16,15,2025-04-15,2,1,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.0,0,1
HB-029515,Resort Hotel,0,20,2024,October,43,26,2024-10-26,0,4,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,69.68,1,1
HB-017320,Resort Hotel,0,78,2023,September,39,25,2023-09-25,3,7,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,134.0,,0,Transient,82.0,0,0
HB-016214,Resort Hotel,0,59,2023,August,33,14,2023-08-14,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240.0,,0,Transient,173.0,0,0
HB-101136,City Hotel,0,46,2024,October,44,31,2024-10-31,2,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,112.0,0,0
HB-079502,City Hotel,0,98,2024,September,38,21,2024-09-21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,10,A,A,1,No Deposit,,40.0,0,Transient,65.0,0,1
HB-043874,City Hotel,1,87,2023,September,39,25,2023-09-25,2,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0
HB-028321,Resort Hotel,0,13,2024,September,39,28,2024-09-28,0,1,1,0.0,0,BB,PRT,Direct,Corporate,0,0,0,A,A,0,No Deposit,72.0,,0,Transient,65.0,0,0
HB-069135,City Hotel,1,31,2025,May,22,26,2025-05-26,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,230.0,0,1
HB-090339,City Hotel,0,126,2024,June,22,2,2024-06-02,0,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient-Party,80.75,0,1
HB-013227,Resort Hotel,1,333,2025,August,32,5,2025-08-05,2,3,2,1.0,0,HB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,167.18,0,1
HB-066129,City Hotel,1,145,2025,April,16,14,2025-04-14,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,136.5,0,0
HB-048001,City Hotel,1,51,2024,March,11,11,2024-03-11,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,54.09,0,0
HB-113233,City Hotel,0,120,2025,June,23,3,2025-06-03,0,1,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,2
HB-102886,City Hotel,0,9,2024,December,49,4,2024-12-04,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,2
HB-070539,City Hotel,1,131,2025,June,25,17,2025-06-17,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0
HB-070766,City Hotel,1,118,2025,June,25,22,2025-06-22,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0
HB-055416,City Hotel,1,98,2024,August,33,12,2024-08-12,2,5,3,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,212.4,0,2
HB-054851,City Hotel,1,65,2024,July,30,28,2024-07-28,0,2,3,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,123.93,0,0
HB-090344,City Hotel,0,70,2024,June,23,3,2024-06-03,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,20.0,,0,Transient-Party,90.0,0,0
HB-001471,Resort Hotel,1,143,2023,August,35,31,2023-08-31,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,130.33,0,3
HB-068653,City Hotel,1,112,2025,May,21,19,2025-05-19,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,1
HB-012542,Resort Hotel,1,280,2025,July,27,3,2025-07-03,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,112.8,0,0
HB-025369,Resort Hotel,0,170,2024,June,25,17,2024-06-17,2,5,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,128.0,,0,Transient,61.0,0,1
HB-056128,City Hotel,1,57,2024,August,35,29,2024-08-29,3,8,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,123.55,0,0
HB-042122,City Hotel,0,5,2023,August,35,31,2023-08-31,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Contract,155.25,0,1
HB-094781,City Hotel,0,182,2024,August,32,7,2024-08-07,2,1,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.7,0,0
HB-002235,Resort Hotel,1,4,2023,October,40,7,2023-10-07,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,58.0,0,3
HB-067163,City Hotel,1,30,2025,April,18,29,2025-04-29,1,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.0,0,1
HB-085002,City Hotel,0,53,2024,March,10,6,2024-03-06,1,0,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,91.48,0,1
HB-032539,Resort Hotel,0,28,2025,January,5,27,2025-01-27,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,95.0,,0,Transient,34.0,0,0
HB-099295,City Hotel,0,262,2024,October,41,7,2024-10-07,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.3,0,1
HB-061220,City Hotel,1,35,2024,December,49,4,2024-12-04,2,5,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,74.8,0,2
HB-004360,Resort Hotel,1,30,2024,March,10,7,2024-03-07,1,5,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,68.4,0,0
HB-007088,Resort Hotel,1,155,2024,July,29,20,2024-07-20,1,4,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,314.0,,0,Transient,133.2,0,0
HB-011995,Resort Hotel,1,304,2025,June,23,8,2025-06-08,2,3,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,298.0,,0,Transient,66.0,0,0
HB-040571,City Hotel,1,117,2023,August,31,1,2023-08-01,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0
HB-004974,Resort Hotel,1,212,2024,April,15,11,2024-04-11,2,5,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,Non Refund,273.0,,0,Transient,76.05,0,0
HB-083265,City Hotel,0,33,2024,January,4,25,2024-01-25,1,1,3,0.0,0,BB,ARG,Corporate,Corporate,0,0,0,A,D,1,No Deposit,38.0,,15,Transient-Party,95.0,0,1
HB-075711,City Hotel,1,302,2023,August,33,15,2023-08-15,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-019434,Resort Hotel,0,5,2023,December,51,19,2023-12-19,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,,0,Transient-Party,43.0,0,1
HB-118081,City Hotel,0,504,2025,August,33,12,2025-08-12,2,1,2,0.0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1
HB-056070,City Hotel,1,31,2024,August,35,28,2024-08-28,2,1,3,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,218.0,0,0
HB-011592,Resort Hotel,1,205,2025,May,21,19,2025-05-19,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,67.32,0,0
HB-069507,City Hotel,1,174,2025,June,22,1,2025-06-01,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0
HB-078800,City Hotel,0,14,2023,October,41,15,2023-10-15,0,2,1,0.0,0,BB,DZA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,99.0,,0,Transient-Party,100.0,0,0
HB-013966,Resort Hotel,0,0,2024,January,2,14,2024-01-14,0,1,1,0.0,0,BB,,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,40.0,0,1
HB-029299,Resort Hotel,0,161,2024,October,42,18,2024-10-18,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,314.0,,0,Transient-Party,60.46,0,0
HB-005971,Resort Hotel,1,40,2024,May,20,18,2024-05-18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,,,0,Transient,55.0,0,0
HB-032389,Resort Hotel,0,2,2025,January,4,23,2025-01-23,1,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,34.0,0,0
HB-117935,City Hotel,0,203,2025,August,32,7,2025-08-07,1,4,1,1.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,394.0,,0,Transient,75.6,0,0
HB-073975,City Hotel,1,286,2023,July,30,30,2023-07-30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0
HB-044326,City Hotel,1,89,2023,October,40,3,2023-10-03,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-000199,Resort Hotel,0,0,2023,July,27,7,2023-07-07,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,109.8,0,3
HB-009766,Resort Hotel,1,280,2024,December,1,30,2024-12-30,2,2,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,81.5,0,3
HB-085925,City Hotel,0,45,2024,March,12,21,2024-03-21,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,85.0,0,0
HB-060506,City Hotel,1,175,2024,November,46,12,2024-11-12,2,2,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,83.01,0,2
HB-069283,City Hotel,1,184,2025,May,22,28,2025-05-28,2,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,130.0,0,0
HB-115830,City Hotel,0,169,2025,July,28,9,2025-07-09,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,74.61,0,1
HB-059839,City Hotel,1,482,2024,November,44,3,2024-11-03,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0
HB-077108,City Hotel,0,219,2023,September,36,4,2023-09-04,1,2,1,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,76.67,0,0
HB-111509,City Hotel,0,112,2025,May,19,11,2025-05-11,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,8.0,,0,Transient,126.0,0,0
HB-113032,City Hotel,0,126,2025,May,22,26,2025-05-26,2,4,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0
HB-055474,City Hotel,1,165,2024,August,33,13,2024-08-13,2,5,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,137.34,0,0
HB-078308,City Hotel,0,1,2024,January,1,7,2024-01-07,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,,40.0,0,Transient-Party,65.0,0,0
